room_id,timestamp,power_watts,occupancy,occupancy_count,hour,minute,day_of_week,is_wastage
R101,2026-05-12T08:15:00Z,4.4,0,0,8,15,1,0
R101,2026-05-12T08:30:00Z,23.2,0,0,8,30,1,0
R101,2026-05-12T08:45:00Z,2.8,0,0,8,45,1,0
R101,2026-05-12T09:00:00Z,808.1,1,29,9,0,1,0
R101,2026-05-12T09:15:00Z,1347.7,0,0,9,15,1,1
R101,2026-05-12T09:30:00Z,1176.9,1,29,9,30,1,0
R101,2026-05-12T09:45:00Z,904.3,1,25,9,45,1,0
R101,2026-05-12T10:00:00Z,1107.9,1,22,10,0,1,0
R101,2026-05-12T10:15:00Z,1268.7,1,36,10,15,1,0
R101,2026-05-12T10:30:00Z,1264.8,1,13,10,30,1,0
R101,2026-05-12T10:45:00Z,1064.6,1,24,10,45,1,0
R101,2026-05-12T11:00:00Z,1406.2,1,32,11,0,1,0
R101,2026-05-12T11:15:00Z,1138.2,0,0,11,15,1,1
R101,2026-05-12T11:30:00Z,1395.1,1,30,11,30,1,0
R101,2026-05-12T11:45:00Z,1162.9,1,24,11,45,1,0
R101,2026-05-12T12:00:00Z,1362.5,0,0,12,0,1,1
R101,2026-05-12T12:15:00Z,1185.6,1,38,12,15,1,0
R101,2026-05-12T12:30:00Z,1272.3,1,36,12,30,1,0
R101,2026-05-12T12:45:00Z,1272.3,1,22,12,45,1,0
R101,2026-05-12T13:00:00Z,1192.8,1,40,13,0,1,0
R101,2026-05-12T13:15:00Z,676.1,1,40,13,15,1,0
R101,2026-05-12T13:30:00Z,1217.4,1,34,13,30,1,0
R101,2026-05-12T13:45:00Z,802.5,0,0,13,45,1,1
R101,2026-05-12T14:00:00Z,1271.4,1,26,14,0,1,0
R101,2026-05-12T14:15:00Z,1096.3,1,39,14,15,1,0
R101,2026-05-12T14:30:00Z,1099.6,1,21,14,30,1,0
R101,2026-05-12T14:45:00Z,1265.8,1,35,14,45,1,0
R101,2026-05-12T15:00:00Z,1302.7,1,23,15,0,1,0
R101,2026-05-12T15:15:00Z,1393.7,1,28,15,15,1,0
R101,2026-05-12T15:30:00Z,1134.5,1,22,15,30,1,0
R101,2026-05-12T15:45:00Z,907.3,1,24,15,45,1,0
R101,2026-05-12T16:00:00Z,1252.2,1,30,16,0,1,0
R101,2026-05-12T16:15:00Z,1153.1,1,28,16,15,1,0
R101,2026-05-12T16:30:00Z,1115.9,1,16,16,30,1,0
R101,2026-05-12T16:45:00Z,1039.5,1,25,16,45,1,0
R101,2026-05-12T17:00:00Z,575.8,0,0,17,0,1,0
R101,2026-05-12T17:15:00Z,660.6,0,0,17,15,1,0
R101,2026-05-12T17:30:00Z,882.9,0,0,17,30,1,0
R101,2026-05-12T17:45:00Z,626.2,0,0,17,45,1,0
R101,2026-05-12T18:00:00Z,638.6,0,0,18,0,1,0
R101,2026-05-12T18:15:00Z,588.8,0,0,18,15,1,0
R101,2026-05-12T18:30:00Z,312.2,0,0,18,30,1,0
R101,2026-05-12T18:45:00Z,596.0,0,0,18,45,1,0
R101,2026-05-12T19:00:00Z,609.0,0,0,19,0,1,0
R101,2026-05-12T19:15:00Z,571.1,1,22,19,15,1,0
R101,2026-05-12T19:30:00Z,594.8,1,11,19,30,1,0
R101,2026-05-12T19:45:00Z,771.4,1,4,19,45,1,0
R101,2026-05-12T20:00:00Z,718.7,1,13,20,0,1,0
R101,2026-05-12T20:15:00Z,810.4,1,5,20,15,1,0
R101,2026-05-12T20:30:00Z,688.0,1,2,20,30,1,0
R101,2026-05-12T20:45:00Z,451.4,1,20,20,45,1,0
R101,2026-05-12T21:00:00Z,9.3,0,0,21,0,1,0
R101,2026-05-12T21:15:00Z,16.0,0,0,21,15,1,0
R101,2026-05-12T21:30:00Z,10.0,0,0,21,30,1,0
R101,2026-05-12T21:45:00Z,0.0,0,0,21,45,1,0
R101,2026-05-12T22:00:00Z,15.7,0,0,22,0,1,0
R101,2026-05-12T22:15:00Z,4.4,0,0,22,15,1,0
R101,2026-05-12T22:30:00Z,19.7,0,0,22,30,1,0
R101,2026-05-12T22:45:00Z,5.8,0,0,22,45,1,0
R101,2026-05-12T23:00:00Z,30.5,0,0,23,0,1,0
R101,2026-05-12T23:15:00Z,7.2,0,0,23,15,1,0
R101,2026-05-12T23:30:00Z,11.8,0,0,23,30,1,0
R101,2026-05-12T23:45:00Z,23.1,0,0,23,45,1,0
R101,2026-05-13T00:00:00Z,2.7,0,0,0,0,2,0
R101,2026-05-13T00:15:00Z,17.3,0,0,0,15,2,0
R101,2026-05-13T00:30:00Z,28.1,0,0,0,30,2,0
R101,2026-05-13T00:45:00Z,0.0,0,0,0,45,2,0
R101,2026-05-13T01:00:00Z,16.8,0,0,1,0,2,0
R101,2026-05-13T01:15:00Z,17.6,0,0,1,15,2,0
R101,2026-05-13T01:30:00Z,22.8,0,0,1,30,2,0
R101,2026-05-13T01:45:00Z,2.6,0,0,1,45,2,0
R101,2026-05-13T02:00:00Z,1.8,0,0,2,0,2,0
R101,2026-05-13T02:15:00Z,20.2,0,0,2,15,2,0
R101,2026-05-13T02:30:00Z,18.0,0,0,2,30,2,0
R101,2026-05-13T02:45:00Z,17.5,0,0,2,45,2,0
R101,2026-05-13T03:00:00Z,18.5,0,0,3,0,2,0
R101,2026-05-13T03:15:00Z,8.2,0,0,3,15,2,0
R101,2026-05-13T03:30:00Z,17.3,0,0,3,30,2,0
R101,2026-05-13T03:45:00Z,17.9,0,0,3,45,2,0
R101,2026-05-13T04:00:00Z,7.9,0,0,4,0,2,0
R101,2026-05-13T04:15:00Z,33.7,0,0,4,15,2,0
R101,2026-05-13T04:30:00Z,19.7,0,0,4,30,2,0
R101,2026-05-13T04:45:00Z,3.1,0,0,4,45,2,0
R101,2026-05-13T05:00:00Z,21.6,0,0,5,0,2,0
R101,2026-05-13T05:15:00Z,5.3,0,0,5,15,2,0
R101,2026-05-13T05:30:00Z,22.9,0,0,5,30,2,0
R101,2026-05-13T05:45:00Z,26.6,0,0,5,45,2,0
R101,2026-05-13T06:00:00Z,6.8,0,0,6,0,2,0
R101,2026-05-13T06:15:00Z,24.6,0,0,6,15,2,0
R101,2026-05-13T06:30:00Z,19.1,0,0,6,30,2,0
R101,2026-05-13T06:45:00Z,23.2,0,0,6,45,2,0
R101,2026-05-13T07:00:00Z,34.0,0,0,7,0,2,0
R101,2026-05-13T07:15:00Z,12.5,0,0,7,15,2,0
R101,2026-05-13T07:30:00Z,7.5,0,0,7,30,2,0
R101,2026-05-13T07:45:00Z,6.1,0,0,7,45,2,0
R101,2026-05-13T08:00:00Z,6.8,0,0,8,0,2,0
R101,2026-05-13T08:15:00Z,14.2,0,0,8,15,2,0
R101,2026-05-13T08:30:00Z,18.4,0,0,8,30,2,0
R101,2026-05-13T08:45:00Z,17.8,0,0,8,45,2,0
R101,2026-05-13T09:00:00Z,1202.6,1,34,9,0,2,0
R101,2026-05-13T09:15:00Z,1147.1,1,39,9,15,2,0
R101,2026-05-13T09:30:00Z,1325.1,1,49,9,30,2,0
R101,2026-05-13T09:45:00Z,985.8,1,21,9,45,2,0
R101,2026-05-13T10:00:00Z,1155.3,1,31,10,0,2,0
R101,2026-05-13T10:15:00Z,1294.6,1,33,10,15,2,0
R101,2026-05-13T10:30:00Z,1030.6,1,27,10,30,2,0
R101,2026-05-13T10:45:00Z,1110.7,1,15,10,45,2,0
R101,2026-05-13T11:00:00Z,1242.8,1,34,11,0,2,0
R101,2026-05-13T11:15:00Z,1234.6,1,18,11,15,2,0
R101,2026-05-13T11:30:00Z,1023.2,1,31,11,30,2,0
R101,2026-05-13T11:45:00Z,1211.6,1,29,11,45,2,0
R101,2026-05-13T12:00:00Z,1271.6,1,18,12,0,2,0
R101,2026-05-13T12:15:00Z,1416.6,1,32,12,15,2,0
R101,2026-05-13T12:30:00Z,924.5,1,36,12,30,2,0
R101,2026-05-13T12:45:00Z,1303.0,1,20,12,45,2,0
R101,2026-05-13T13:00:00Z,1303.0,1,32,13,0,2,0
R101,2026-05-13T13:15:00Z,1314.2,1,58,13,15,2,0
R101,2026-05-13T13:30:00Z,1390.8,1,37,13,30,2,0
R101,2026-05-13T13:45:00Z,1351.8,0,0,13,45,2,1
R101,2026-05-13T14:00:00Z,1152.6,1,21,14,0,2,0
R101,2026-05-13T14:15:00Z,1216.4,1,24,14,15,2,0
R101,2026-05-13T14:30:00Z,826.5,1,46,14,30,2,0
R101,2026-05-13T14:45:00Z,877.5,1,33,14,45,2,0
R101,2026-05-13T15:00:00Z,1417.8,1,24,15,0,2,0
R101,2026-05-13T15:15:00Z,984.5,1,28,15,15,2,0
R101,2026-05-13T15:30:00Z,1335.9,1,22,15,30,2,0
R101,2026-05-13T15:45:00Z,1243.3,1,22,15,45,2,0
R101,2026-05-13T16:00:00Z,1069.7,1,28,16,0,2,0
R101,2026-05-13T16:15:00Z,1326.8,1,45,16,15,2,0
R101,2026-05-13T16:30:00Z,1237.3,1,11,16,30,2,0
R101,2026-05-13T16:45:00Z,1370.5,1,22,16,45,2,0
R101,2026-05-13T17:00:00Z,481.1,0,0,17,0,2,0
R101,2026-05-13T17:15:00Z,675.7,1,9,17,15,2,0
R101,2026-05-13T17:30:00Z,729.9,0,0,17,30,2,0
R101,2026-05-13T17:45:00Z,420.0,0,0,17,45,2,0
R101,2026-05-13T18:00:00Z,549.8,0,0,18,0,2,0
R101,2026-05-13T18:15:00Z,502.0,1,7,18,15,2,0
R101,2026-05-13T18:30:00Z,864.8,0,0,18,30,2,0
R101,2026-05-13T18:45:00Z,660.7,0,0,18,45,2,0
R101,2026-05-13T19:00:00Z,737.7,1,3,19,0,2,0
R101,2026-05-13T19:15:00Z,754.9,1,20,19,15,2,0
R101,2026-05-13T19:30:00Z,527.4,1,2,19,30,2,0
R101,2026-05-13T19:45:00Z,790.0,0,0,19,45,2,0
R101,2026-05-13T20:00:00Z,493.8,0,0,20,0,2,0
R101,2026-05-13T20:15:00Z,666.6,0,0,20,15,2,0
R101,2026-05-13T20:30:00Z,461.0,1,13,20,30,2,0
R101,2026-05-13T20:45:00Z,591.1,0,0,20,45,2,0
R101,2026-05-13T21:00:00Z,0.0,0,0,21,0,2,0
R101,2026-05-13T21:15:00Z,4.8,0,0,21,15,2,0
R101,2026-05-13T21:30:00Z,12.5,0,0,21,30,2,0
R101,2026-05-13T21:45:00Z,2.5,0,0,21,45,2,0
R101,2026-05-13T22:00:00Z,31.3,0,0,22,0,2,0
R101,2026-05-13T22:15:00Z,0.7,0,0,22,15,2,0
R101,2026-05-13T22:30:00Z,10.6,0,0,22,30,2,0
R101,2026-05-13T22:45:00Z,16.3,0,0,22,45,2,0
R101,2026-05-13T23:00:00Z,29.4,0,0,23,0,2,0
R101,2026-05-13T23:15:00Z,0.6,0,0,23,15,2,0
R101,2026-05-13T23:30:00Z,26.6,0,0,23,30,2,0
R101,2026-05-13T23:45:00Z,15.1,0,0,23,45,2,0
R101,2026-05-14T00:00:00Z,5.2,0,0,0,0,3,0
R101,2026-05-14T00:15:00Z,19.6,0,0,0,15,3,0
R101,2026-05-14T00:30:00Z,17.0,0,0,0,30,3,0
R101,2026-05-14T00:45:00Z,9.0,0,0,0,45,3,0
R101,2026-05-14T01:00:00Z,15.7,0,0,1,0,3,0
R101,2026-05-14T01:15:00Z,11.1,0,0,1,15,3,0
R101,2026-05-14T01:30:00Z,16.1,0,0,1,30,3,0
R101,2026-05-14T01:45:00Z,21.6,0,0,1,45,3,0
R101,2026-05-14T02:00:00Z,30.9,0,0,2,0,3,0
R101,2026-05-14T02:15:00Z,2.6,0,0,2,15,3,0
R101,2026-05-14T02:30:00Z,36.3,0,0,2,30,3,0
R101,2026-05-14T02:45:00Z,0.0,0,0,2,45,3,0
R101,2026-05-14T03:00:00Z,13.5,0,0,3,0,3,0
R101,2026-05-14T03:15:00Z,20.9,0,0,3,15,3,0
R101,2026-05-14T03:30:00Z,17.8,0,0,3,30,3,0
R101,2026-05-14T03:45:00Z,8.8,0,0,3,45,3,0
R101,2026-05-14T04:00:00Z,12.9,0,0,4,0,3,0
R101,2026-05-14T04:15:00Z,10.1,0,0,4,15,3,0
R101,2026-05-14T04:30:00Z,9.1,0,0,4,30,3,0
R101,2026-05-14T04:45:00Z,23.5,0,0,4,45,3,0
R101,2026-05-14T05:00:00Z,18.6,0,0,5,0,3,0
R101,2026-05-14T05:15:00Z,8.1,0,0,5,15,3,0
R101,2026-05-14T05:30:00Z,24.0,0,0,5,30,3,0
R101,2026-05-14T05:45:00Z,18.1,0,0,5,45,3,0
R101,2026-05-14T06:00:00Z,23.1,0,0,6,0,3,0
R101,2026-05-14T06:15:00Z,21.3,0,0,6,15,3,0
R101,2026-05-14T06:30:00Z,6.7,0,0,6,30,3,0
R101,2026-05-14T06:45:00Z,9.4,0,0,6,45,3,0
R101,2026-05-14T07:00:00Z,22.5,0,0,7,0,3,0
R101,2026-05-14T07:15:00Z,21.1,0,0,7,15,3,0
R101,2026-05-14T07:30:00Z,14.8,0,0,7,30,3,0
R101,2026-05-14T07:45:00Z,16.2,0,0,7,45,3,0
R101,2026-05-14T08:00:00Z,27.8,0,0,8,0,3,0
R101,2026-05-14T08:15:00Z,9.1,0,0,8,15,3,0
R101,2026-05-14T08:30:00Z,20.5,0,0,8,30,3,0
R101,2026-05-14T08:45:00Z,13.0,0,0,8,45,3,0
R101,2026-05-14T09:00:00Z,1419.8,1,26,9,0,3,0
R101,2026-05-14T09:15:00Z,1362.7,1,34,9,15,3,0
R101,2026-05-14T09:30:00Z,1204.2,1,38,9,30,3,0
R101,2026-05-14T09:45:00Z,1137.9,1,33,9,45,3,0
R101,2026-05-14T10:00:00Z,1219.4,0,0,10,0,3,1
R101,2026-05-14T10:15:00Z,1036.4,1,32,10,15,3,0
R101,2026-05-14T10:30:00Z,998.8,1,44,10,30,3,0
R101,2026-05-14T10:45:00Z,1431.6,1,18,10,45,3,0
R101,2026-05-14T11:00:00Z,1324.8,1,34,11,0,3,0
R101,2026-05-14T11:15:00Z,1197.6,1,33,11,15,3,0
R101,2026-05-14T11:30:00Z,1215.2,1,20,11,30,3,0
R101,2026-05-14T11:45:00Z,1395.0,1,22,11,45,3,0
R101,2026-05-14T12:00:00Z,1034.9,1,26,12,0,3,0
R101,2026-05-14T12:15:00Z,1282.6,1,25,12,15,3,0
R101,2026-05-14T12:30:00Z,1035.6,1,23,12,30,3,0
R101,2026-05-14T12:45:00Z,1249.0,1,29,12,45,3,0
R101,2026-05-14T13:00:00Z,1105.8,1,23,13,0,3,0
R101,2026-05-14T13:15:00Z,910.4,1,29,13,15,3,0
R101,2026-05-14T13:30:00Z,1056.3,1,16,13,30,3,0
R101,2026-05-14T13:45:00Z,1262.2,1,26,13,45,3,0
R101,2026-05-14T14:00:00Z,1371.5,1,39,14,0,3,0
R101,2026-05-14T14:15:00Z,1196.2,1,26,14,15,3,0
R101,2026-05-14T14:30:00Z,1196.3,1,19,14,30,3,0
R101,2026-05-14T14:45:00Z,1264.5,1,25,14,45,3,0
R101,2026-05-14T15:00:00Z,1303.9,1,21,15,0,3,0
R101,2026-05-14T15:15:00Z,1178.2,1,40,15,15,3,0
R101,2026-05-14T15:30:00Z,1338.0,1,31,15,30,3,0
R101,2026-05-14T15:45:00Z,1244.8,1,24,15,45,3,0
R101,2026-05-14T16:00:00Z,1045.4,0,0,16,0,3,1
R101,2026-05-14T16:15:00Z,1299.6,1,28,16,15,3,0
R101,2026-05-14T16:30:00Z,1630.6,0,0,16,30,3,1
R101,2026-05-14T16:45:00Z,1374.5,1,21,16,45,3,0
R101,2026-05-14T17:00:00Z,627.5,0,0,17,0,3,0
R101,2026-05-14T17:15:00Z,928.5,0,0,17,15,3,0
R101,2026-05-14T17:30:00Z,478.8,0,0,17,30,3,0
R101,2026-05-14T17:45:00Z,510.1,1,5,17,45,3,0
R101,2026-05-14T18:00:00Z,281.4,0,0,18,0,3,0
R101,2026-05-14T18:15:00Z,521.1,0,0,18,15,3,0
R101,2026-05-14T18:30:00Z,622.6,1,6,18,30,3,0
R101,2026-05-14T18:45:00Z,651.3,0,0,18,45,3,0
R101,2026-05-14T19:00:00Z,742.6,1,19,19,0,3,0
R101,2026-05-14T19:15:00Z,513.5,0,0,19,15,3,0
R101,2026-05-14T19:30:00Z,465.2,0,0,19,30,3,0
R101,2026-05-14T19:45:00Z,402.0,1,12,19,45,3,0
R101,2026-05-14T20:00:00Z,874.7,0,0,20,0,3,0
R101,2026-05-14T20:15:00Z,776.9,0,0,20,15,3,0
R101,2026-05-14T20:30:00Z,343.0,1,7,20,30,3,0
R101,2026-05-14T20:45:00Z,803.1,0,0,20,45,3,0
R101,2026-05-14T21:00:00Z,13.9,0,0,21,0,3,0
R101,2026-05-14T21:15:00Z,27.4,0,0,21,15,3,0
R101,2026-05-14T21:30:00Z,0.0,0,0,21,30,3,0
R101,2026-05-14T21:45:00Z,9.0,0,0,21,45,3,0
R101,2026-05-14T22:00:00Z,15.1,0,0,22,0,3,0
R101,2026-05-14T22:15:00Z,15.5,0,0,22,15,3,0
R101,2026-05-14T22:30:00Z,10.5,0,0,22,30,3,0
R101,2026-05-14T22:45:00Z,21.2,0,0,22,45,3,0
R101,2026-05-14T23:00:00Z,4.3,0,0,23,0,3,0
R101,2026-05-14T23:15:00Z,13.6,0,0,23,15,3,0
R101,2026-05-14T23:30:00Z,16.2,0,0,23,30,3,0
R101,2026-05-14T23:45:00Z,20.1,0,0,23,45,3,0
R101,2026-05-15T00:00:00Z,22.1,0,0,0,0,4,0
R101,2026-05-15T00:15:00Z,3.8,0,0,0,15,4,0
R101,2026-05-15T00:30:00Z,0.0,0,0,0,30,4,0
R101,2026-05-15T00:45:00Z,27.8,0,0,0,45,4,0
R101,2026-05-15T01:00:00Z,18.3,0,0,1,0,4,0
R101,2026-05-15T01:15:00Z,7.5,0,0,1,15,4,0
R101,2026-05-15T01:30:00Z,30.5,0,0,1,30,4,0
R101,2026-05-15T01:45:00Z,16.2,0,0,1,45,4,0
R101,2026-05-15T02:00:00Z,26.8,0,0,2,0,4,0
R101,2026-05-15T02:15:00Z,15.7,0,0,2,15,4,0
R101,2026-05-15T02:30:00Z,35.6,0,0,2,30,4,0
R101,2026-05-15T02:45:00Z,32.6,0,0,2,45,4,0
R101,2026-05-15T03:00:00Z,12.5,0,0,3,0,4,0
R101,2026-05-15T03:15:00Z,24.7,0,0,3,15,4,0
R101,2026-05-15T03:30:00Z,21.5,0,0,3,30,4,0
R101,2026-05-15T03:45:00Z,28.7,0,0,3,45,4,0
R101,2026-05-15T04:00:00Z,5.4,0,0,4,0,4,0
R101,2026-05-15T04:15:00Z,21.9,0,0,4,15,4,0
R101,2026-05-15T04:30:00Z,25.6,0,0,4,30,4,0
R101,2026-05-15T04:45:00Z,0.0,0,0,4,45,4,0
R101,2026-05-15T05:00:00Z,3.2,0,0,5,0,4,0
R101,2026-05-15T05:15:00Z,0.0,0,0,5,15,4,0
R101,2026-05-15T05:30:00Z,12.3,0,0,5,30,4,0
R101,2026-05-15T05:45:00Z,22.2,0,0,5,45,4,0
R101,2026-05-15T06:00:00Z,30.0,0,0,6,0,4,0
R101,2026-05-15T06:15:00Z,15.7,0,0,6,15,4,0
R101,2026-05-15T06:30:00Z,31.3,0,0,6,30,4,0
R101,2026-05-15T06:45:00Z,1.2,0,0,6,45,4,0
R101,2026-05-15T07:00:00Z,0.0,0,0,7,0,4,0
R101,2026-05-15T07:15:00Z,14.4,0,0,7,15,4,0
R101,2026-05-15T07:30:00Z,18.8,0,0,7,30,4,0
R101,2026-05-15T07:45:00Z,14.7,0,0,7,45,4,0
R101,2026-05-15T08:00:00Z,0.0,0,0,8,0,4,0
R101,2026-05-15T08:15:00Z,14.1,0,0,8,15,4,0
R101,2026-05-15T08:30:00Z,2.0,0,0,8,30,4,0
R101,2026-05-15T08:45:00Z,21.7,0,0,8,45,4,0
R101,2026-05-15T09:00:00Z,1012.0,1,30,9,0,4,0
R101,2026-05-15T09:15:00Z,988.2,1,23,9,15,4,0
R101,2026-05-15T09:30:00Z,1391.0,1,27,9,30,4,0
R101,2026-05-15T09:45:00Z,1300.8,1,20,9,45,4,0
R101,2026-05-15T10:00:00Z,1041.4,1,23,10,0,4,0
R101,2026-05-15T10:15:00Z,993.0,1,27,10,15,4,0
R101,2026-05-15T10:30:00Z,960.4,1,23,10,30,4,0
R101,2026-05-15T10:45:00Z,1207.1,1,43,10,45,4,0
R101,2026-05-15T11:00:00Z,1242.8,1,22,11,0,4,0
R101,2026-05-15T11:15:00Z,1155.8,1,27,11,15,4,0
R101,2026-05-15T11:30:00Z,1351.5,1,32,11,30,4,0
R101,2026-05-15T11:45:00Z,1084.8,1,23,11,45,4,0
R101,2026-05-15T12:00:00Z,739.6,1,25,12,0,4,0
R101,2026-05-15T12:15:00Z,1473.4,1,15,12,15,4,0
R101,2026-05-15T12:30:00Z,1150.2,1,41,12,30,4,0
R101,2026-05-15T12:45:00Z,1262.3,1,32,12,45,4,0
R101,2026-05-15T13:00:00Z,1174.4,0,0,13,0,4,1
R101,2026-05-15T13:15:00Z,878.7,1,20,13,15,4,0
R101,2026-05-15T13:30:00Z,1048.7,1,29,13,30,4,0
R101,2026-05-15T13:45:00Z,1070.7,1,16,13,45,4,0
R101,2026-05-15T14:00:00Z,1537.4,1,19,14,0,4,0
R101,2026-05-15T14:15:00Z,1496.0,0,0,14,15,4,1
R101,2026-05-15T14:30:00Z,1027.7,1,28,14,30,4,0
R101,2026-05-15T14:45:00Z,1307.8,1,40,14,45,4,0
R101,2026-05-15T15:00:00Z,1161.9,1,19,15,0,4,0
R101,2026-05-15T15:15:00Z,923.4,1,20,15,15,4,0
R101,2026-05-15T15:30:00Z,1581.9,1,35,15,30,4,0
R101,2026-05-15T15:45:00Z,1312.6,1,16,15,45,4,0
R101,2026-05-15T16:00:00Z,1102.6,1,22,16,0,4,0
R101,2026-05-15T16:15:00Z,1027.2,1,23,16,15,4,0
R101,2026-05-15T16:30:00Z,1033.8,1,28,16,30,4,0
R101,2026-05-15T16:45:00Z,1190.0,1,30,16,45,4,0
R101,2026-05-15T17:00:00Z,463.9,1,8,17,0,4,0
R101,2026-05-15T17:15:00Z,513.5,0,0,17,15,4,0
R101,2026-05-15T17:30:00Z,713.3,0,0,17,30,4,0
R101,2026-05-15T17:45:00Z,675.1,0,0,17,45,4,0
R101,2026-05-15T18:00:00Z,453.4,0,0,18,0,4,0
R101,2026-05-15T18:15:00Z,614.9,0,0,18,15,4,0
R101,2026-05-15T18:30:00Z,712.7,0,0,18,30,4,0
R101,2026-05-15T18:45:00Z,681.5,1,1,18,45,4,0
R101,2026-05-15T19:00:00Z,500.6,0,0,19,0,4,0
R101,2026-05-15T19:15:00Z,685.6,0,0,19,15,4,0
R101,2026-05-15T19:30:00Z,485.5,0,0,19,30,4,0
R101,2026-05-15T19:45:00Z,355.9,1,1,19,45,4,0
R101,2026-05-15T20:00:00Z,639.0,1,10,20,0,4,0
R101,2026-05-15T20:15:00Z,464.4,0,0,20,15,4,0
R101,2026-05-15T20:30:00Z,695.8,0,0,20,30,4,0
R101,2026-05-15T20:45:00Z,590.1,1,1,20,45,4,0
R101,2026-05-15T21:00:00Z,2.9,0,0,21,0,4,0
R101,2026-05-15T21:15:00Z,8.5,0,0,21,15,4,0
R101,2026-05-15T21:30:00Z,15.5,0,0,21,30,4,0
R101,2026-05-15T21:45:00Z,6.4,0,0,21,45,4,0
R101,2026-05-15T22:00:00Z,11.2,0,0,22,0,4,0
R101,2026-05-15T22:15:00Z,25.1,0,0,22,15,4,0
R101,2026-05-15T22:30:00Z,9.2,0,0,22,30,4,0
R101,2026-05-15T22:45:00Z,23.4,0,0,22,45,4,0
R101,2026-05-15T23:00:00Z,3.7,0,0,23,0,4,0
R101,2026-05-15T23:15:00Z,20.3,0,0,23,15,4,0
R101,2026-05-15T23:30:00Z,29.4,0,0,23,30,4,0
R101,2026-05-15T23:45:00Z,0.0,0,0,23,45,4,0
R101,2026-05-16T00:00:00Z,7.0,0,0,0,0,5,0
R101,2026-05-16T00:15:00Z,20.8,0,0,0,15,5,0
R101,2026-05-16T00:30:00Z,13.0,0,0,0,30,5,0
R101,2026-05-16T00:45:00Z,18.7,0,0,0,45,5,0
R101,2026-05-16T01:00:00Z,9.0,0,0,1,0,5,0
R101,2026-05-16T01:15:00Z,15.9,0,0,1,15,5,0
R101,2026-05-16T01:30:00Z,13.4,0,0,1,30,5,0
R101,2026-05-16T01:45:00Z,26.7,0,0,1,45,5,0
R101,2026-05-16T02:00:00Z,17.5,0,0,2,0,5,0
R101,2026-05-16T02:15:00Z,18.4,0,0,2,15,5,0
R101,2026-05-16T02:30:00Z,10.9,0,0,2,30,5,0
R101,2026-05-16T02:45:00Z,10.1,0,0,2,45,5,0
R101,2026-05-16T03:00:00Z,10.7,0,0,3,0,5,0
R101,2026-05-16T03:15:00Z,18.9,0,0,3,15,5,0
R101,2026-05-16T03:30:00Z,10.8,0,0,3,30,5,0
R101,2026-05-16T03:45:00Z,17.9,0,0,3,45,5,0
R101,2026-05-16T04:00:00Z,35.8,0,0,4,0,5,0
R101,2026-05-16T04:15:00Z,23.7,0,0,4,15,5,0
R101,2026-05-16T04:30:00Z,11.7,0,0,4,30,5,0
R101,2026-05-16T04:45:00Z,27.0,0,0,4,45,5,0
R101,2026-05-16T05:00:00Z,10.9,0,0,5,0,5,0
